Bandit,Reward,Algorithm
10902,0,ThompsonSampling
10903,0,ThompsonSampling
10904,0,ThompsonSampling
10905,0,ThompsonSampling
10906,0,ThompsonSampling
10907,0,ThompsonSampling
10908,0,ThompsonSampling
10909,1,ThompsonSampling
10910,1,ThompsonSampling
10911,1,ThompsonSampling
10912,0,ThompsonSampling
10913,0,ThompsonSampling
10914,1,ThompsonSampling
10915,0,ThompsonSampling
10916,0,ThompsonSampling
10917,0,ThompsonSampling
10918,1,ThompsonSampling
10919,0,ThompsonSampling
10920,1,ThompsonSampling
10921,0,ThompsonSampling
10922,1,ThompsonSampling
10923,1,ThompsonSampling
10924,0,ThompsonSampling
10925,1,ThompsonSampling
10926,0,ThompsonSampling
10927,1,ThompsonSampling
10928,0,ThompsonSampling
10929,0,ThompsonSampling
10930,1,ThompsonSampling
10931,1,ThompsonSampling
10932,0,ThompsonSampling
10933,0,ThompsonSampling
10934,1,ThompsonSampling
10935,1,ThompsonSampling
10936,1,ThompsonSampling
10937,0,ThompsonSampling
10938,0,ThompsonSampling
10939,0,ThompsonSampling
10940,0,ThompsonSampling
10941,1,ThompsonSampling
10942,0,ThompsonSampling
10943,1,ThompsonSampling
10944,0,ThompsonSampling
10945,0,ThompsonSampling
10946,0,ThompsonSampling
10947,0,ThompsonSampling
10948,0,ThompsonSampling
10949,0,ThompsonSampling
10950,0,ThompsonSampling
10951,0,ThompsonSampling
10952,0,ThompsonSampling
10953,0,ThompsonSampling
10954,0,ThompsonSampling
10955,0,ThompsonSampling
10956,1,ThompsonSampling
10957,0,ThompsonSampling
10958,0,ThompsonSampling
10959,0,ThompsonSampling
10960,1,ThompsonSampling
10961,0,ThompsonSampling
10962,0,ThompsonSampling
10963,0,ThompsonSampling
10964,1,ThompsonSampling
10965,1,ThompsonSampling
10966,0,ThompsonSampling
10967,1,ThompsonSampling
10968,0,ThompsonSampling
10969,0,ThompsonSampling
10970,1,ThompsonSampling
10971,0,ThompsonSampling
10972,0,ThompsonSampling
10973,1,ThompsonSampling
10974,1,ThompsonSampling
10975,1,ThompsonSampling
10976,1,ThompsonSampling
10977,0,ThompsonSampling
10978,0,ThompsonSampling
10979,1,ThompsonSampling
10980,0,ThompsonSampling
10981,1,ThompsonSampling
10982,0,ThompsonSampling
10983,0,ThompsonSampling
10984,0,ThompsonSampling
10985,1,ThompsonSampling
10986,1,ThompsonSampling
10987,0,ThompsonSampling
10988,0,ThompsonSampling
10989,0,ThompsonSampling
10990,0,ThompsonSampling
10991,0,ThompsonSampling
10992,1,ThompsonSampling
10993,1,ThompsonSampling
10994,0,ThompsonSampling
10995,0,ThompsonSampling
10996,1,ThompsonSampling
10997,1,ThompsonSampling
10998,1,ThompsonSampling
10999,0,ThompsonSampling
11000,1,ThompsonSampling
11001,0,ThompsonSampling
11002,0,ThompsonSampling
11003,1,ThompsonSampling
11004,1,ThompsonSampling
11005,0,ThompsonSampling
11006,1,ThompsonSampling
11007,1,ThompsonSampling
11008,0,ThompsonSampling
11009,0,ThompsonSampling
11010,0,ThompsonSampling
11011,0,ThompsonSampling
11012,0,ThompsonSampling
11013,0,ThompsonSampling
11014,0,ThompsonSampling
11015,1,ThompsonSampling
11016,1,ThompsonSampling
11017,0,ThompsonSampling
11018,0,ThompsonSampling
11019,1,ThompsonSampling
11020,0,ThompsonSampling
11021,0,ThompsonSampling
11022,1,ThompsonSampling
11023,1,ThompsonSampling
11024,0,ThompsonSampling
11025,1,ThompsonSampling
11026,0,ThompsonSampling
11027,0,ThompsonSampling
11028,0,ThompsonSampling
11029,1,ThompsonSampling
11030,0,ThompsonSampling
11031,1,ThompsonSampling
11032,0,ThompsonSampling
11033,1,ThompsonSampling
11034,0,ThompsonSampling
11035,0,ThompsonSampling
11036,1,ThompsonSampling
11037,1,ThompsonSampling
11038,0,ThompsonSampling
11039,0,ThompsonSampling
11040,0,ThompsonSampling
11041,0,ThompsonSampling
11042,0,ThompsonSampling
11043,0,ThompsonSampling
11044,0,ThompsonSampling
11045,0,ThompsonSampling
11046,0,ThompsonSampling
11047,0,ThompsonSampling
11048,0,ThompsonSampling
11049,0,ThompsonSampling
11050,1,ThompsonSampling
11051,0,ThompsonSampling
11052,0,ThompsonSampling
11053,0,ThompsonSampling
11054,1,ThompsonSampling
11055,0,ThompsonSampling
11056,1,ThompsonSampling
11057,0,ThompsonSampling
11058,0,ThompsonSampling
11059,0,ThompsonSampling
11060,0,ThompsonSampling
11061,1,ThompsonSampling
11062,0,ThompsonSampling
11063,0,ThompsonSampling
11064,0,ThompsonSampling
11065,1,ThompsonSampling
11066,0,ThompsonSampling
11067,0,ThompsonSampling
11068,0,ThompsonSampling
11069,0,ThompsonSampling
11070,1,ThompsonSampling
11071,0,ThompsonSampling
11072,0,ThompsonSampling
11073,1,ThompsonSampling
11074,0,ThompsonSampling
11075,1,ThompsonSampling
11076,0,ThompsonSampling
11077,1,ThompsonSampling
11078,0,ThompsonSampling
11079,0,ThompsonSampling
11080,1,ThompsonSampling
11081,1,ThompsonSampling
11082,0,ThompsonSampling
11083,0,ThompsonSampling
11084,0,ThompsonSampling
11085,0,ThompsonSampling
11086,0,ThompsonSampling
11087,1,ThompsonSampling
11088,1,ThompsonSampling
11089,1,ThompsonSampling
11090,1,ThompsonSampling
11091,0,ThompsonSampling
11092,0,ThompsonSampling
11093,0,ThompsonSampling
11094,1,ThompsonSampling
11095,0,ThompsonSampling
11096,0,ThompsonSampling
11097,0,ThompsonSampling
11098,0,ThompsonSampling
11099,0,ThompsonSampling
11100,0,ThompsonSampling
11101,1,ThompsonSampling
11102,0,ThompsonSampling
11103,1,ThompsonSampling
11104,0,ThompsonSampling
11105,0,ThompsonSampling
11106,1,ThompsonSampling
11107,0,ThompsonSampling
11108,0,ThompsonSampling
11109,0,ThompsonSampling
11110,0,ThompsonSampling
11111,0,ThompsonSampling
11112,0,ThompsonSampling
11113,1,ThompsonSampling
11114,1,ThompsonSampling
11115,0,ThompsonSampling
11116,0,ThompsonSampling
11117,1,ThompsonSampling
11118,0,ThompsonSampling
11119,0,ThompsonSampling
11120,0,ThompsonSampling
11121,0,ThompsonSampling
11122,0,ThompsonSampling
11123,0,ThompsonSampling
11124,0,ThompsonSampling
11125,0,ThompsonSampling
11126,0,ThompsonSampling
11127,0,ThompsonSampling
11128,1,ThompsonSampling
11129,0,ThompsonSampling
11130,1,ThompsonSampling
11131,0,ThompsonSampling
11132,0,ThompsonSampling
11133,0,ThompsonSampling
11134,1,ThompsonSampling
11135,0,ThompsonSampling
11136,0,ThompsonSampling
11137,1,ThompsonSampling
11138,0,ThompsonSampling
11139,0,ThompsonSampling
11140,1,ThompsonSampling
11141,0,ThompsonSampling
11142,1,ThompsonSampling
11143,0,ThompsonSampling
11144,0,ThompsonSampling
11145,0,ThompsonSampling
11146,0,ThompsonSampling
11147,1,ThompsonSampling
11148,1,ThompsonSampling
11149,0,ThompsonSampling
11150,0,ThompsonSampling
11151,0,ThompsonSampling
11152,0,ThompsonSampling
11153,0,ThompsonSampling
11154,0,ThompsonSampling
11155,0,ThompsonSampling
11156,1,ThompsonSampling
11157,1,ThompsonSampling
11158,1,ThompsonSampling
11159,0,ThompsonSampling
11160,1,ThompsonSampling
11161,0,ThompsonSampling
11162,0,ThompsonSampling
11163,1,ThompsonSampling
11164,0,ThompsonSampling
11165,0,ThompsonSampling
11166,0,ThompsonSampling
11167,0,ThompsonSampling
11168,0,ThompsonSampling
11169,1,ThompsonSampling
11170,1,ThompsonSampling
11171,0,ThompsonSampling
11172,0,ThompsonSampling
11173,0,ThompsonSampling
11174,0,ThompsonSampling
11175,0,ThompsonSampling
11176,0,ThompsonSampling
11177,0,ThompsonSampling
11178,1,ThompsonSampling
11179,0,ThompsonSampling
11180,0,ThompsonSampling
11181,0,ThompsonSampling
11182,0,ThompsonSampling
11183,0,ThompsonSampling
11184,1,ThompsonSampling
11185,1,ThompsonSampling
11186,0,ThompsonSampling
11187,1,ThompsonSampling
11188,0,ThompsonSampling
11189,0,ThompsonSampling
11190,1,ThompsonSampling
11191,1,ThompsonSampling
11192,0,ThompsonSampling
11193,0,ThompsonSampling
11194,0,ThompsonSampling
11195,1,ThompsonSampling
11196,0,ThompsonSampling
11197,1,ThompsonSampling
11198,0,ThompsonSampling
11199,1,ThompsonSampling
11200,1,ThompsonSampling
11201,0,ThompsonSampling
11202,0,ThompsonSampling
11203,1,ThompsonSampling
11204,0,ThompsonSampling
11205,0,ThompsonSampling
11206,0,ThompsonSampling
11207,1,ThompsonSampling
11208,0,ThompsonSampling
11209,1,ThompsonSampling
11210,0,ThompsonSampling
11211,0,ThompsonSampling
11212,0,ThompsonSampling
11213,0,ThompsonSampling
11214,0,ThompsonSampling
11215,0,ThompsonSampling
11216,1,ThompsonSampling
11217,0,ThompsonSampling
11218,1,ThompsonSampling
11219,0,ThompsonSampling
11220,1,ThompsonSampling
11221,0,ThompsonSampling
11222,0,ThompsonSampling
11223,0,ThompsonSampling
11224,0,ThompsonSampling
11225,1,ThompsonSampling
11226,0,ThompsonSampling
11227,1,ThompsonSampling
11228,0,ThompsonSampling
11229,0,ThompsonSampling
11230,1,ThompsonSampling
11231,1,ThompsonSampling
11232,0,ThompsonSampling
11233,1,ThompsonSampling
11234,0,ThompsonSampling
11235,1,ThompsonSampling
11236,0,ThompsonSampling
11237,0,ThompsonSampling
11238,1,ThompsonSampling
11239,0,ThompsonSampling
11240,1,ThompsonSampling
11241,0,ThompsonSampling
11242,1,ThompsonSampling
11243,0,ThompsonSampling
11244,1,ThompsonSampling
11245,0,ThompsonSampling
11246,0,ThompsonSampling
11247,1,ThompsonSampling
11248,1,ThompsonSampling
11249,1,ThompsonSampling
11250,0,ThompsonSampling
11251,0,ThompsonSampling
11252,0,ThompsonSampling
11253,0,ThompsonSampling
11254,1,ThompsonSampling
11255,0,ThompsonSampling
11256,0,ThompsonSampling
11257,1,ThompsonSampling
11258,1,ThompsonSampling
11259,0,ThompsonSampling
11260,0,ThompsonSampling
11261,0,ThompsonSampling
11262,0,ThompsonSampling
11263,1,ThompsonSampling
11264,0,ThompsonSampling
11265,0,ThompsonSampling
11266,1,ThompsonSampling
11267,0,ThompsonSampling
11268,1,ThompsonSampling
11269,0,ThompsonSampling
11270,1,ThompsonSampling
11271,1,ThompsonSampling
11272,0,ThompsonSampling
11273,0,ThompsonSampling
11274,0,ThompsonSampling
11275,1,ThompsonSampling
11276,0,ThompsonSampling
11277,1,ThompsonSampling
11278,0,ThompsonSampling
11279,1,ThompsonSampling
11280,1,ThompsonSampling
11281,0,ThompsonSampling
11282,0,ThompsonSampling
11283,0,ThompsonSampling
11284,0,ThompsonSampling
11285,0,ThompsonSampling
11286,0,ThompsonSampling
11287,0,ThompsonSampling
11288,0,ThompsonSampling
11289,1,ThompsonSampling
11290,0,ThompsonSampling
11291,0,ThompsonSampling
11292,1,ThompsonSampling
11293,1,ThompsonSampling
11294,0,ThompsonSampling
11295,0,ThompsonSampling
11296,0,ThompsonSampling
11297,1,ThompsonSampling
11298,1,ThompsonSampling
11299,0,ThompsonSampling
11300,0,ThompsonSampling
11301,0,ThompsonSampling
11302,0,ThompsonSampling
11303,1,ThompsonSampling
11304,1,ThompsonSampling
11305,0,ThompsonSampling
11306,0,ThompsonSampling
11307,1,ThompsonSampling
11308,1,ThompsonSampling
11309,0,ThompsonSampling
11310,0,ThompsonSampling
11311,0,ThompsonSampling
11312,1,ThompsonSampling
11313,1,ThompsonSampling
11314,0,ThompsonSampling
11315,0,ThompsonSampling
11316,0,ThompsonSampling
11317,0,ThompsonSampling
11318,0,ThompsonSampling
11319,0,ThompsonSampling
11320,0,ThompsonSampling
11321,0,ThompsonSampling
11322,1,ThompsonSampling
11323,0,ThompsonSampling
11324,1,ThompsonSampling
11325,0,ThompsonSampling
11326,0,ThompsonSampling
11327,0,ThompsonSampling
11328,1,ThompsonSampling
11329,1,ThompsonSampling
11330,0,ThompsonSampling
11331,1,ThompsonSampling
11332,0,ThompsonSampling
11333,1,ThompsonSampling
11334,1,ThompsonSampling
11335,1,ThompsonSampling
11336,0,ThompsonSampling
11337,0,ThompsonSampling
11338,1,ThompsonSampling
11339,1,ThompsonSampling
11340,0,ThompsonSampling
11341,1,ThompsonSampling
11342,0,ThompsonSampling
11343,0,ThompsonSampling
11344,1,ThompsonSampling
11345,0,ThompsonSampling
11346,1,ThompsonSampling
11347,0,ThompsonSampling
11348,0,ThompsonSampling
11349,1,ThompsonSampling
11350,1,ThompsonSampling
11351,1,ThompsonSampling
11352,1,ThompsonSampling
11353,0,ThompsonSampling
11354,0,ThompsonSampling
11355,1,ThompsonSampling
11356,1,ThompsonSampling
11357,1,ThompsonSampling
11358,0,ThompsonSampling
11359,1,ThompsonSampling
11360,0,ThompsonSampling
11361,1,ThompsonSampling
11362,0,ThompsonSampling
11363,1,ThompsonSampling
11364,1,ThompsonSampling
11365,0,ThompsonSampling
11366,0,ThompsonSampling
11367,0,ThompsonSampling
11368,1,ThompsonSampling
11369,1,ThompsonSampling
11370,0,ThompsonSampling
11371,0,ThompsonSampling
11372,0,ThompsonSampling
11373,0,ThompsonSampling
11374,0,ThompsonSampling
11375,1,ThompsonSampling
11376,1,ThompsonSampling
11377,0,ThompsonSampling
11378,0,ThompsonSampling
11379,0,ThompsonSampling
11380,0,ThompsonSampling
11381,0,ThompsonSampling
11382,0,ThompsonSampling
11383,0,ThompsonSampling
11384,0,ThompsonSampling
11385,1,ThompsonSampling
11386,0,ThompsonSampling
11387,0,ThompsonSampling
11388,1,ThompsonSampling
11389,1,ThompsonSampling
11390,1,ThompsonSampling
11391,1,ThompsonSampling
11392,0,ThompsonSampling
11393,0,ThompsonSampling
11394,0,ThompsonSampling
11395,1,ThompsonSampling
11396,0,ThompsonSampling
11397,1,ThompsonSampling
11398,0,ThompsonSampling
11399,1,ThompsonSampling
11400,0,ThompsonSampling
11401,0,ThompsonSampling
11402,1,ThompsonSampling
11403,1,ThompsonSampling
11404,0,ThompsonSampling
11405,0,ThompsonSampling
11406,1,ThompsonSampling
11407,0,ThompsonSampling
11408,0,ThompsonSampling
11409,1,ThompsonSampling
11410,1,ThompsonSampling
11411,0,ThompsonSampling
11412,0,ThompsonSampling
11413,0,ThompsonSampling
11414,0,ThompsonSampling
11415,1,ThompsonSampling
11416,0,ThompsonSampling
11417,0,ThompsonSampling
11418,0,ThompsonSampling
11419,1,ThompsonSampling
11420,1,ThompsonSampling
11421,0,ThompsonSampling
11422,0,ThompsonSampling
11423,0,ThompsonSampling
11424,1,ThompsonSampling
11425,0,ThompsonSampling
11426,1,ThompsonSampling
11427,0,ThompsonSampling
11428,1,ThompsonSampling
11429,0,ThompsonSampling
11430,0,ThompsonSampling
11431,0,ThompsonSampling
11432,0,ThompsonSampling
11433,1,ThompsonSampling
11434,0,ThompsonSampling
11435,1,ThompsonSampling
11436,0,ThompsonSampling
11437,0,ThompsonSampling
11438,0,ThompsonSampling
11439,0,ThompsonSampling
11440,1,ThompsonSampling
11441,0,ThompsonSampling
11442,0,ThompsonSampling
11443,0,ThompsonSampling
11444,0,ThompsonSampling
11445,1,ThompsonSampling
11446,0,ThompsonSampling
11447,0,ThompsonSampling
11448,0,ThompsonSampling
11449,1,ThompsonSampling
11450,1,ThompsonSampling
11451,1,ThompsonSampling
11452,0,ThompsonSampling
11453,1,ThompsonSampling
11454,0,ThompsonSampling
11455,1,ThompsonSampling
11456,0,ThompsonSampling
11457,1,ThompsonSampling
11458,1,ThompsonSampling
11459,0,ThompsonSampling
11460,0,ThompsonSampling
11461,0,ThompsonSampling
11462,1,ThompsonSampling
11463,1,ThompsonSampling
11464,1,ThompsonSampling
11465,1,ThompsonSampling
11466,0,ThompsonSampling
11467,0,ThompsonSampling
11468,0,ThompsonSampling
11469,0,ThompsonSampling
11470,0,ThompsonSampling
11471,1,ThompsonSampling
11472,0,ThompsonSampling
11473,1,ThompsonSampling
11474,0,ThompsonSampling
11475,0,ThompsonSampling
11476,1,ThompsonSampling
11477,0,ThompsonSampling
11478,0,ThompsonSampling
11479,0,ThompsonSampling
11480,0,ThompsonSampling
11481,0,ThompsonSampling
11482,0,ThompsonSampling
11483,1,ThompsonSampling
11484,1,ThompsonSampling
11485,0,ThompsonSampling
11486,1,ThompsonSampling
11487,1,ThompsonSampling
11488,0,ThompsonSampling
11489,1,ThompsonSampling
11490,0,ThompsonSampling
11491,0,ThompsonSampling
11492,0,ThompsonSampling
11493,0,ThompsonSampling
11494,0,ThompsonSampling
11495,0,ThompsonSampling
11496,0,ThompsonSampling
11497,0,ThompsonSampling
11498,1,ThompsonSampling
11499,0,ThompsonSampling
11500,0,ThompsonSampling
11501,0,ThompsonSampling
11502,1,ThompsonSampling
11503,1,ThompsonSampling
11504,0,ThompsonSampling
11505,0,ThompsonSampling
11506,1,ThompsonSampling
11507,0,ThompsonSampling
11508,1,ThompsonSampling
11509,1,ThompsonSampling
11510,0,ThompsonSampling
11511,0,ThompsonSampling
11512,0,ThompsonSampling
11513,0,ThompsonSampling
11514,0,ThompsonSampling
11515,1,ThompsonSampling
11516,1,ThompsonSampling
11517,0,ThompsonSampling
11518,0,ThompsonSampling
11519,0,ThompsonSampling
11520,0,ThompsonSampling
11521,0,ThompsonSampling
11522,0,ThompsonSampling
11523,0,ThompsonSampling
11524,0,ThompsonSampling
11525,0,ThompsonSampling
11526,0,ThompsonSampling
11527,0,ThompsonSampling
11528,0,ThompsonSampling
11529,0,ThompsonSampling
11530,0,ThompsonSampling
11531,1,ThompsonSampling
11532,0,ThompsonSampling
11533,1,ThompsonSampling
11534,1,ThompsonSampling
11535,0,ThompsonSampling
11536,1,ThompsonSampling
11537,1,ThompsonSampling
11538,1,ThompsonSampling
11539,1,ThompsonSampling
11540,1,ThompsonSampling
11541,0,ThompsonSampling
11542,1,ThompsonSampling
11543,0,ThompsonSampling
11544,1,ThompsonSampling
11545,1,ThompsonSampling
11546,0,ThompsonSampling
11547,1,ThompsonSampling
11548,1,ThompsonSampling
11549,0,ThompsonSampling
11550,0,ThompsonSampling
11551,1,ThompsonSampling
11552,1,ThompsonSampling
11553,0,ThompsonSampling
11554,0,ThompsonSampling
11555,1,ThompsonSampling
11556,0,ThompsonSampling
11557,1,ThompsonSampling
11558,0,ThompsonSampling
11559,0,ThompsonSampling
11560,1,ThompsonSampling
11561,0,ThompsonSampling
11562,0,ThompsonSampling
11563,1,ThompsonSampling
11564,1,ThompsonSampling
11565,1,ThompsonSampling
11566,0,ThompsonSampling
11567,1,ThompsonSampling
11568,1,ThompsonSampling
11569,1,ThompsonSampling
11570,0,ThompsonSampling
11571,0,ThompsonSampling
11572,1,ThompsonSampling
11573,0,ThompsonSampling
11574,0,ThompsonSampling
11575,0,ThompsonSampling
11576,0,ThompsonSampling
11577,1,ThompsonSampling
11578,0,ThompsonSampling
11579,0,ThompsonSampling
11580,0,ThompsonSampling
11581,0,ThompsonSampling
11582,0,ThompsonSampling
11583,1,ThompsonSampling
11584,1,ThompsonSampling
11585,0,ThompsonSampling
11586,1,ThompsonSampling
11587,0,ThompsonSampling
11588,1,ThompsonSampling
11589,1,ThompsonSampling
11590,0,ThompsonSampling
11591,1,ThompsonSampling
11592,0,ThompsonSampling
11593,0,ThompsonSampling
11594,1,ThompsonSampling
11595,0,ThompsonSampling
11596,1,ThompsonSampling
11597,0,ThompsonSampling
11598,0,ThompsonSampling
11599,0,ThompsonSampling
11600,0,ThompsonSampling
11601,0,ThompsonSampling
11602,1,ThompsonSampling
11603,0,ThompsonSampling
11604,1,ThompsonSampling
11605,1,ThompsonSampling
11606,0,ThompsonSampling
11607,0,ThompsonSampling
11608,0,ThompsonSampling
11609,1,ThompsonSampling
11610,1,ThompsonSampling
11611,0,ThompsonSampling
11612,1,ThompsonSampling
11613,1,ThompsonSampling
11614,0,ThompsonSampling
11615,1,ThompsonSampling
11616,1,ThompsonSampling
11617,0,ThompsonSampling
11618,0,ThompsonSampling
11619,0,ThompsonSampling
11620,0,ThompsonSampling
11621,0,ThompsonSampling
11622,0,ThompsonSampling
11623,0,ThompsonSampling
11624,0,ThompsonSampling
11625,1,ThompsonSampling
11626,0,ThompsonSampling
11627,1,ThompsonSampling
11628,0,ThompsonSampling
11629,1,ThompsonSampling
11630,0,ThompsonSampling
11631,0,ThompsonSampling
11632,0,ThompsonSampling
11633,1,ThompsonSampling
11634,1,ThompsonSampling
11635,0,ThompsonSampling
11636,0,ThompsonSampling
11637,0,ThompsonSampling
11638,0,ThompsonSampling
11639,0,ThompsonSampling
11640,0,ThompsonSampling
11641,0,ThompsonSampling
11642,1,ThompsonSampling
11643,0,ThompsonSampling
11644,0,ThompsonSampling
11645,0,ThompsonSampling
11646,0,ThompsonSampling
11647,1,ThompsonSampling
11648,0,ThompsonSampling
11649,1,ThompsonSampling
11650,1,ThompsonSampling
11651,0,ThompsonSampling
11652,1,ThompsonSampling
11653,1,ThompsonSampling
11654,1,ThompsonSampling
11655,0,ThompsonSampling
11656,0,ThompsonSampling
11657,0,ThompsonSampling
11658,0,ThompsonSampling
11659,1,ThompsonSampling
11660,1,ThompsonSampling
11661,1,ThompsonSampling
11662,0,ThompsonSampling
11663,0,ThompsonSampling
11664,0,ThompsonSampling
11665,1,ThompsonSampling
11666,0,ThompsonSampling
11667,0,ThompsonSampling
11668,0,ThompsonSampling
11669,0,ThompsonSampling
11670,1,ThompsonSampling
11671,0,ThompsonSampling
11672,0,ThompsonSampling
11673,0,ThompsonSampling
11674,0,ThompsonSampling
11675,0,ThompsonSampling
11676,1,ThompsonSampling
11677,1,ThompsonSampling
11678,1,ThompsonSampling
11679,0,ThompsonSampling
11680,1,ThompsonSampling
11681,0,ThompsonSampling
11682,0,ThompsonSampling
11683,0,ThompsonSampling
11684,0,ThompsonSampling
11685,1,ThompsonSampling
11686,1,ThompsonSampling
11687,0,ThompsonSampling
11688,0,ThompsonSampling
11689,0,ThompsonSampling
11690,1,ThompsonSampling
11691,1,ThompsonSampling
11692,0,ThompsonSampling
11693,0,ThompsonSampling
11694,1,ThompsonSampling
11695,1,ThompsonSampling
11696,0,ThompsonSampling
11697,0,ThompsonSampling
11698,0,ThompsonSampling
11699,1,ThompsonSampling
11700,0,ThompsonSampling
11701,1,ThompsonSampling
11702,1,ThompsonSampling
11703,0,ThompsonSampling
11704,0,ThompsonSampling
11705,0,ThompsonSampling
11706,0,ThompsonSampling
11707,0,ThompsonSampling
11708,1,ThompsonSampling
11709,1,ThompsonSampling
11710,1,ThompsonSampling
11711,0,ThompsonSampling
11712,1,ThompsonSampling
11713,0,ThompsonSampling
11714,1,ThompsonSampling
11715,0,ThompsonSampling
11716,1,ThompsonSampling
11717,0,ThompsonSampling
11718,0,ThompsonSampling
11719,0,ThompsonSampling
11720,0,ThompsonSampling
11721,0,ThompsonSampling
11722,0,ThompsonSampling
11723,1,ThompsonSampling
11724,0,ThompsonSampling
11725,0,ThompsonSampling
11726,0,ThompsonSampling
11727,0,ThompsonSampling
11728,0,ThompsonSampling
11729,1,ThompsonSampling
11730,0,ThompsonSampling
11731,0,ThompsonSampling
11732,1,ThompsonSampling
11733,0,ThompsonSampling
11734,0,ThompsonSampling
11735,1,ThompsonSampling
11736,1,ThompsonSampling
11737,1,ThompsonSampling
11738,0,ThompsonSampling
11739,1,ThompsonSampling
11740,1,ThompsonSampling
11741,1,ThompsonSampling
11742,0,ThompsonSampling
11743,1,ThompsonSampling
11744,0,ThompsonSampling
11745,0,ThompsonSampling
11746,1,ThompsonSampling
11747,1,ThompsonSampling
11748,0,ThompsonSampling
11749,0,ThompsonSampling
11750,0,ThompsonSampling
11751,0,ThompsonSampling
11752,1,ThompsonSampling
11753,0,ThompsonSampling
11754,0,ThompsonSampling
11755,1,ThompsonSampling
11756,0,ThompsonSampling
11757,0,ThompsonSampling
11758,1,ThompsonSampling
11759,0,ThompsonSampling
11760,0,ThompsonSampling
11761,0,ThompsonSampling
11762,0,ThompsonSampling
11763,1,ThompsonSampling
11764,0,ThompsonSampling
11765,1,ThompsonSampling
11766,0,ThompsonSampling
11767,0,ThompsonSampling
11768,1,ThompsonSampling
11769,0,ThompsonSampling
11770,0,ThompsonSampling
11771,1,ThompsonSampling
11772,0,ThompsonSampling
11773,0,ThompsonSampling
11774,0,ThompsonSampling
11775,1,ThompsonSampling
11776,0,ThompsonSampling
11777,1,ThompsonSampling
11778,1,ThompsonSampling
11779,0,ThompsonSampling
11780,1,ThompsonSampling
11781,0,ThompsonSampling
11782,1,ThompsonSampling
11783,0,ThompsonSampling
11784,0,ThompsonSampling
11785,1,ThompsonSampling
11786,1,ThompsonSampling
11787,0,ThompsonSampling
11788,0,ThompsonSampling
11789,1,ThompsonSampling
11790,0,ThompsonSampling
11791,1,ThompsonSampling
11792,0,ThompsonSampling
11793,1,ThompsonSampling
11794,1,ThompsonSampling
11795,1,ThompsonSampling
11796,1,ThompsonSampling
11797,0,ThompsonSampling
11798,1,ThompsonSampling
11799,0,ThompsonSampling
11800,1,ThompsonSampling
11801,0,ThompsonSampling
11802,0,ThompsonSampling
11803,0,ThompsonSampling
11804,0,ThompsonSampling
11805,0,ThompsonSampling
11806,0,ThompsonSampling
11807,0,ThompsonSampling
11808,0,ThompsonSampling
11809,0,ThompsonSampling
11810,0,ThompsonSampling
11811,0,ThompsonSampling
11812,0,ThompsonSampling
11813,0,ThompsonSampling
11814,0,ThompsonSampling
11815,0,ThompsonSampling
11816,1,ThompsonSampling
11817,0,ThompsonSampling
11818,1,ThompsonSampling
11819,1,ThompsonSampling
11820,0,ThompsonSampling
11821,1,ThompsonSampling
11822,0,ThompsonSampling
11823,0,ThompsonSampling
11824,1,ThompsonSampling
11825,0,ThompsonSampling
11826,1,ThompsonSampling
11827,1,ThompsonSampling
11828,1,ThompsonSampling
11829,0,ThompsonSampling
11830,0,ThompsonSampling
11831,0,ThompsonSampling
11832,0,ThompsonSampling
11833,1,ThompsonSampling
11834,0,ThompsonSampling
11835,1,ThompsonSampling
11836,0,ThompsonSampling
11837,0,ThompsonSampling
11838,0,ThompsonSampling
11839,1,ThompsonSampling
11840,0,ThompsonSampling
11841,1,ThompsonSampling
11842,1,ThompsonSampling
11843,1,ThompsonSampling
11844,0,ThompsonSampling
11845,1,ThompsonSampling
11846,0,ThompsonSampling
11847,1,ThompsonSampling
11848,1,ThompsonSampling
11849,0,ThompsonSampling
11850,0,ThompsonSampling
11851,1,ThompsonSampling
11852,1,ThompsonSampling
11853,0,ThompsonSampling
11854,1,ThompsonSampling
11855,1,ThompsonSampling
11856,0,ThompsonSampling
11857,0,ThompsonSampling
11858,0,ThompsonSampling
11859,0,ThompsonSampling
11860,0,ThompsonSampling
11861,0,ThompsonSampling
11862,0,ThompsonSampling
11863,0,ThompsonSampling
11864,1,ThompsonSampling
11865,1,ThompsonSampling
11866,0,ThompsonSampling
11867,1,ThompsonSampling
11868,1,ThompsonSampling
11869,1,ThompsonSampling
11870,0,ThompsonSampling
11871,0,ThompsonSampling
11872,0,ThompsonSampling
11873,0,ThompsonSampling
11874,0,ThompsonSampling
11875,0,ThompsonSampling
11876,0,ThompsonSampling
11877,0,ThompsonSampling
11878,1,ThompsonSampling
11879,1,ThompsonSampling
11880,0,ThompsonSampling
11881,0,ThompsonSampling
11882,0,ThompsonSampling
11883,0,ThompsonSampling
11884,0,ThompsonSampling
11885,1,ThompsonSampling
11886,0,ThompsonSampling
11887,0,ThompsonSampling
11888,1,ThompsonSampling
11889,1,ThompsonSampling
11890,0,ThompsonSampling
11891,0,ThompsonSampling
11892,0,ThompsonSampling
11893,1,ThompsonSampling
11894,0,ThompsonSampling
11895,0,ThompsonSampling
11896,0,ThompsonSampling
11897,1,ThompsonSampling
11898,0,ThompsonSampling
11899,1,ThompsonSampling
